age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
31,management,single,tertiary,no,2085,1,0,cellular,21,nov,639,2,93,4,failure,0
52,services,married,secondary,no,961,0,1,cellular,18,feb,222,1,553,4,failure,1
55,management,married,tertiary,no,2960,1,0,cellular,31,aug,81,1,98,11,other,0
38,blue-collar,married,secondary,no,-288,1,1,cellular,18,nov,68,1,165,2,failure,0
48,admin.,married,secondary,no,660,0,0,cellular,18,feb,318,1,561,2,success,1
37,management,married,tertiary,no,9269,1,1,cellular,17,apr,71,1,149,2,failure,0
37,blue-collar,married,secondary,no,1165,1,0,cellular,19,nov,62,3,190,4,success,0
31,management,single,tertiary,no,2590,0,0,cellular,23,sep,103,2,484,2,other,0
62,retired,married,primary,no,1742,0,0,cellular,14,jun,167,2,98,6,other,1
32,admin.,single,secondary,no,6981,1,0,cellular,2,jun,154,1,194,3,failure,0
30,admin.,single,secondary,no,523,0,1,cellular,12,jun,136,3,101,1,success,0
31,blue-collar,single,secondary,no,648,1,1,cellular,20,apr,153,1,347,1,failure,0
75,retired,married,secondary,no,291,0,0,cellular,11,feb,515,1,183,1,failure,1
55,admin.,divorced,secondary,no,1872,0,0,cellular,28,aug,155,2,93,8,failure,1
32,blue-collar,divorced,secondary,no,91,1,0,cellular,15,may,119,2,351,12,other,0
50,technician,divorced,secondary,no,-403,0,1,cellular,17,nov,130,2,119,2,failure,0
38,blue-collar,married,primary,no,1455,1,0,telephone,12,may,101,2,356,2,failure,0
47,admin.,divorced,secondary,no,1939,1,0,cellular,19,nov,150,1,174,1,failure,0
59,management,married,tertiary,no,287,1,0,cellular,20,apr,818,2,242,8,failure,0
59,retired,divorced,tertiary,no,3444,0,0,cellular,10,aug,252,1,185,2,success,1
37,admin.,married,secondary,no,2320,1,0,cellular,20,apr,59,3,342,1,other,0
39,services,married,secondary,no,3165,1,0,cellular,15,may,56,1,368,2,failure,0
35,technician,married,secondary,no,481,1,1,telephone,28,jan,141,4,164,1,other,0
33,blue-collar,married,tertiary,no,6138,1,0,cellular,19,nov,384,1,183,1,failure,0
32,unemployed,single,secondary,no,1249,1,0,cellular,20,nov,160,1,171,4,other,0
37,management,married,tertiary,no,2987,1,0,cellular,15,feb,93,1,91,9,failure,1
26,admin.,single,secondary,no,96,0,0,cellular,2,jun,696,1,27,2,failure,0
37,technician,married,secondary,no,83,1,0,cellular,6,may,68,1,363,1,failure,0
37,services,married,secondary,no,3,1,0,cellular,12,jun,105,4,318,6,failure,0
37,blue-collar,married,primary,no,89,1,0,cellular,2,feb,393,1,245,4,failure,0
32,blue-collar,married,secondary,no,9714,1,0,cellular,15,may,1237,2,361,2,failure,0
48,management,married,tertiary,no,0,1,0,cellular,4,may,85,1,61,5,failure,0
55,blue-collar,married,secondary,no,2059,1,0,cellular,11,may,149,1,259,4,failure,0
53,management,divorced,tertiary,no,3370,0,0,cellular,21,oct,180,1,334,3,other,0
55,technician,divorced,tertiary,no,525,1,0,cellular,15,may,28,8,366,4,other,0
59,entrepreneur,married,secondary,no,496,0,0,cellular,22,oct,738,3,183,1,success,1
26,technician,single,secondary,no,1873,0,0,cellular,2,aug,1013,3,276,2,other,0
54,blue-collar,married,primary,no,489,1,1,cellular,20,apr,280,4,287,3,other,0
29,blue-collar,married,secondary,no,3310,0,0,cellular,1,sep,367,1,91,4,failure,0
78,retired,divorced,primary,no,55,0,0,telephone,5,nov,143,3,90,1,other,0
32,services,married,secondary,no,509,1,0,cellular,6,may,473,1,358,2,other,0
52,management,married,tertiary,no,1701,1,1,cellular,17,nov,381,1,117,2,other,0
33,management,single,tertiary,no,191,0,1,cellular,3,feb,678,4,209,1,failure,0
23,student,single,secondary,no,2530,1,0,cellular,18,may,194,3,364,3,other,0
52,technician,married,secondary,no,337,1,0,cellular,8,may,247,1,261,4,failure,0
33,technician,married,secondary,no,3071,1,1,cellular,20,nov,46,2,122,1,failure,0
47,management,married,tertiary,no,4879,0,0,cellular,6,jul,96,3,340,3,failure,0
35,unemployed,married,secondary,no,978,0,0,cellular,29,dec,1370,3,209,3,success,1
54,self-employed,married,secondary,no,641,1,0,cellular,17,apr,472,1,148,2,failure,0
31,management,single,tertiary,no,5691,1,0,cellular,21,nov,37,2,123,1,failure,0
29,management,single,tertiary,no,224,1,0,cellular,24,apr,65,2,81,3,failure,1
33,blue-collar,married,secondary,no,-241,1,1,cellular,4,feb,117,1,253,1,failure,0
35,management,single,secondary,no,6809,1,0,telephone,6,feb,139,8,273,7,failure,0
62,retired,married,tertiary,no,2557,1,0,cellular,14,sep,211,1,216,7,success,1
45,technician,married,secondary,no,1818,0,0,cellular,2,feb,197,1,241,2,other,0
61,retired,married,secondary,no,5196,0,0,telephone,16,mar,244,2,95,4,other,0
33,technician,married,secondary,no,0,1,0,cellular,4,feb,56,1,274,2,failure,0
29,admin.,married,secondary,no,957,1,1,cellular,30,jan,258,2,263,3,failure,0
36,management,single,tertiary,no,3669,0,0,cellular,20,apr,166,1,376,1,other,0
29,blue-collar,married,secondary,no,1238,1,0,cellular,20,apr,478,1,341,1,failure,0
35,management,married,tertiary,no,0,1,1,cellular,6,may,113,1,351,1,other,0
40,services,married,secondary,no,695,1,0,cellular,11,may,270,1,348,10,failure,0
47,blue-collar,married,secondary,no,265,1,0,cellular,8,may,144,2,368,1,failure,0
28,student,single,tertiary,no,0,0,0,cellular,28,sep,294,2,105,7,other,1
48,self-employed,married,secondary,no,1559,0,0,cellular,24,dec,520,3,133,3,failure,0
22,services,single,secondary,no,361,0,0,telephone,1,sep,232,1,86,6,failure,0
20,student,single,secondary,no,88,0,0,telephone,21,oct,621,1,181,4,other,0
37,technician,married,secondary,no,0,1,0,cellular,18,nov,173,1,179,6,failure,0
34,admin.,married,tertiary,no,79,1,0,cellular,5,aug,203,1,92,5,success,1
37,services,married,secondary,yes,-954,1,0,cellular,17,nov,69,1,180,3,failure,0
27,services,married,secondary,no,58,1,0,cellular,7,may,113,1,337,2,other,0
32,technician,married,secondary,no,522,1,1,cellular,12,may,272,5,258,4,failure,0
33,blue-collar,married,secondary,no,0,1,0,cellular,28,jan,176,1,266,1,other,0
29,management,married,tertiary,no,198,1,0,cellular,4,aug,453,1,1,1,failure,0
37,management,married,tertiary,no,59,1,1,telephone,2,feb,319,1,213,1,failure,0
53,admin.,single,secondary,no,1958,0,0,telephone,7,jul,82,2,75,4,failure,0
64,housemaid,married,primary,no,768,0,0,cellular,15,jul,250,2,182,1,success,0
52,technician,married,secondary,no,1423,0,0,telephone,4,sep,384,1,91,1,other,0
46,admin.,divorced,primary,no,429,1,0,cellular,26,apr,465,2,369,2,success,1
39,technician,married,secondary,no,6,1,0,cellular,18,may,122,3,357,4,failure,0
39,management,married,tertiary,no,494,0,0,cellular,9,sep,216,1,183,5,success,1
46,admin.,married,secondary,no,171,1,1,cellular,11,oct,251,1,430,1,failure,0
41,blue-collar,divorced,secondary,no,-333,1,0,cellular,30,jan,118,3,270,2,failure,0
46,blue-collar,married,secondary,no,1568,1,0,cellular,2,jun,310,1,55,6,other,1
46,management,single,secondary,no,5993,0,0,cellular,25,mar,151,1,184,2,failure,0
42,blue-collar,married,secondary,no,680,1,0,cellular,15,may,306,4,365,2,failure,0
33,management,single,tertiary,no,1160,1,1,cellular,7,jul,139,1,391,2,failure,0
35,management,married,tertiary,yes,-10,1,0,cellular,15,may,168,2,364,1,other,0
36,management,single,tertiary,no,490,0,0,cellular,28,aug,207,8,98,1,failure,1
22,unemployed,single,tertiary,no,993,0,0,cellular,28,jul,115,3,93,1,other,1
40,management,married,primary,no,738,1,1,cellular,2,apr,399,2,258,3,failure,0
67,retired,married,tertiary,no,1948,0,0,cellular,2,jul,844,2,155,5,success,0
37,management,married,tertiary,no,860,1,0,cellular,17,apr,818,2,332,15,failure,0
42,self-employed,married,tertiary,no,10072,0,0,cellular,16,nov,137,3,208,1,failure,0
33,management,single,tertiary,no,8514,0,0,cellular,16,oct,165,1,57,1,failure,0
36,services,single,secondary,no,568,1,0,cellular,15,may,140,3,364,2,failure,0
40,management,divorced,tertiary,no,502,1,0,cellular,3,feb,267,4,270,3,other,0
38,blue-collar,married,secondary,no,1407,1,0,cellular,14,may,169,3,174,7,failure,0
34,technician,married,secondary,no,384,1,0,cellular,6,sep,127,2,831,1,other,0
30,technician,single,secondary,yes,-305,0,1,cellular,18,nov,37,1,96,6,failure,0
40,technician,married,tertiary,no,516,1,0,cellular,9,feb,175,5,12,1,other,0
79,retired,divorced,secondary,no,631,0,0,telephone,8,feb,105,2,181,1,failure,0
33,management,married,tertiary,no,113,1,0,cellular,8,may,145,2,172,13,other,0
40,blue-collar,married,primary,no,1802,1,0,cellular,17,apr,326,1,319,1,failure,0
29,management,single,secondary,no,703,1,0,cellular,16,nov,236,1,550,2,success,1
55,management,divorced,tertiary,no,481,1,0,telephone,8,may,147,2,298,3,failure,0
38,blue-collar,married,secondary,no,789,1,0,cellular,20,nov,120,4,196,1,other,0
50,management,single,tertiary,no,567,1,0,cellular,29,jan,50,1,258,8,failure,0
38,technician,single,tertiary,no,5122,1,0,cellular,20,nov,370,1,184,1,failure,0
33,management,married,tertiary,no,22867,1,0,cellular,10,nov,266,2,92,3,failure,1
41,management,married,tertiary,no,2487,0,0,cellular,5,aug,206,1,97,1,failure,0
31,management,single,tertiary,no,86,0,0,cellular,29,jan,100,1,170,4,failure,0
25,admin.,single,secondary,no,483,0,1,cellular,30,apr,68,1,86,1,success,0
30,services,single,primary,no,411,1,0,cellular,6,may,457,1,358,1,other,0
26,student,single,secondary,no,372,1,0,cellular,15,may,34,11,374,2,other,0
61,management,married,tertiary,no,13546,0,0,cellular,25,jan,318,2,283,3,success,0
45,blue-collar,married,primary,no,412,1,0,telephone,4,feb,45,5,265,13,failure,0
38,technician,single,tertiary,no,744,1,0,cellular,14,may,283,1,288,12,other,0
40,blue-collar,divorced,primary,no,4168,1,0,cellular,29,jan,91,1,223,3,failure,0
46,management,single,tertiary,no,46,0,1,cellular,17,nov,80,1,152,1,failure,0
52,blue-collar,married,secondary,no,33,0,1,cellular,13,may,204,1,331,3,success,0
33,blue-collar,single,tertiary,no,350,1,0,cellular,6,feb,148,7,227,5,failure,0
63,retired,married,primary,no,1084,0,0,cellular,14,oct,201,1,183,1,success,0
32,admin.,single,secondary,no,626,1,0,cellular,7,may,324,2,351,1,failure,0
60,unemployed,married,secondary,no,957,0,0,cellular,8,sep,246,1,184,3,success,1
51,management,married,tertiary,no,346,0,0,cellular,11,aug,237,1,180,6,success,1
75,retired,married,secondary,no,324,0,0,telephone,12,nov,124,2,91,4,other,0
47,admin.,single,secondary,no,15,0,0,cellular,2,feb,71,1,266,4,failure,0
41,technician,married,secondary,no,-312,1,0,cellular,11,may,90,1,348,1,failure,0
46,admin.,married,secondary,no,0,1,0,cellular,26,oct,87,1,185,2,other,0
50,blue-collar,married,primary,no,3764,0,0,telephone,9,sep,214,2,99,4,failure,1
31,technician,single,tertiary,no,4561,1,0,cellular,15,may,301,1,274,2,failure,0
29,management,married,tertiary,no,451,0,0,cellular,4,aug,152,1,92,2,failure,0
50,admin.,married,secondary,no,512,1,1,cellular,17,apr,77,3,338,3,failure,0
35,management,single,tertiary,no,2015,0,0,cellular,15,jun,60,1,390,1,failure,0
42,services,divorced,secondary,no,83,0,0,cellular,13,may,300,5,358,6,failure,0
36,management,married,tertiary,no,396,0,0,cellular,21,nov,64,2,100,5,failure,0
33,management,single,tertiary,no,417,1,0,cellular,4,may,170,2,87,1,failure,0
24,student,single,tertiary,no,235,0,0,cellular,9,feb,98,1,92,1,success,1
44,services,divorced,secondary,no,206,1,0,cellular,14,may,78,1,365,1,failure,0
56,unemployed,married,secondary,no,-246,0,1,cellular,28,jan,461,2,204,2,failure,0
28,unemployed,married,primary,no,7459,1,0,cellular,2,feb,981,5,269,2,failure,1
49,blue-collar,married,secondary,no,1946,0,0,cellular,19,oct,192,1,95,1,success,1
27,student,single,tertiary,no,3733,1,0,cellular,22,may,198,1,98,6,success,1
31,self-employed,married,tertiary,no,2666,0,0,telephone,8,jul,411,2,148,9,other,1
44,technician,married,secondary,no,2981,1,1,cellular,22,may,106,1,101,2,failure,0
33,technician,married,secondary,no,1026,0,0,cellular,3,aug,326,2,340,3,failure,0
39,entrepreneur,married,secondary,no,680,1,0,cellular,15,may,135,1,361,2,failure,0
39,management,single,tertiary,no,1515,1,0,cellular,4,may,815,6,167,6,failure,1
34,management,single,tertiary,no,673,1,1,cellular,20,nov,271,1,184,1,failure,0
34,admin.,married,secondary,no,79,1,0,cellular,17,apr,193,1,329,1,failure,0
40,management,married,tertiary,no,0,0,0,cellular,10,nov,147,1,96,8,success,1
29,self-employed,single,tertiary,no,1579,0,0,cellular,13,jul,178,1,181,4,success,1
58,admin.,married,secondary,no,169,0,0,cellular,13,may,336,3,87,5,success,1
40,unemployed,married,tertiary,no,2135,1,0,cellular,5,feb,171,5,230,1,failure,0
22,management,single,tertiary,no,104,0,1,cellular,18,oct,509,1,185,3,success,1
52,blue-collar,divorced,primary,no,29,1,0,cellular,15,may,223,2,298,1,failure,0
28,self-employed,married,tertiary,no,0,1,0,cellular,4,feb,546,3,196,4,failure,1
34,management,married,tertiary,no,1778,0,0,cellular,5,feb,99,1,93,3,success,0
31,admin.,single,secondary,no,1374,1,0,cellular,18,may,290,2,370,1,failure,0
57,admin.,married,secondary,no,169,0,0,cellular,30,apr,319,1,86,1,success,0
40,blue-collar,divorced,secondary,no,94,1,0,cellular,29,jan,121,1,245,1,failure,0
28,services,married,secondary,no,38,1,0,cellular,18,may,16,5,355,3,other,0
29,management,single,tertiary,no,266,0,0,cellular,12,aug,176,1,185,1,failure,0
47,admin.,married,secondary,no,0,0,1,cellular,29,jun,238,1,139,4,failure,0
45,technician,married,secondary,no,1415,1,0,cellular,17,nov,483,1,116,1,failure,0
22,admin.,single,tertiary,no,897,1,0,cellular,4,may,98,4,89,4,success,0
56,retired,married,secondary,no,102,1,0,telephone,11,may,267,1,369,1,failure,0
31,services,single,secondary,no,442,1,0,cellular,29,jan,355,3,258,3,failure,0
27,self-employed,single,tertiary,no,1393,0,0,cellular,31,mar,382,1,271,1,failure,0
35,management,married,secondary,no,2311,1,0,cellular,5,may,659,1,167,1,failure,0
28,entrepreneur,married,tertiary,no,59,0,0,cellular,3,feb,330,3,190,6,failure,0
35,technician,married,tertiary,no,8029,1,0,cellular,26,may,167,1,285,4,success,0
31,services,married,secondary,no,1801,1,0,telephone,6,feb,136,1,274,2,failure,0
34,unemployed,married,secondary,no,438,1,1,cellular,9,apr,272,1,323,1,failure,0
39,blue-collar,divorced,primary,no,1317,1,0,cellular,20,nov,543,1,170,4,other,1
52,technician,married,tertiary,no,2506,0,0,cellular,16,jul,377,1,228,3,failure,0
24,student,single,secondary,no,228,0,0,cellular,20,aug,99,1,79,1,failure,0
33,management,divorced,tertiary,no,525,1,1,cellular,17,apr,260,1,281,1,other,0
38,housemaid,single,secondary,no,465,1,0,cellular,16,mar,180,1,302,3,success,1
63,technician,married,secondary,no,896,1,0,cellular,28,jan,115,3,91,4,other,0
43,blue-collar,married,primary,no,249,1,0,cellular,18,may,33,5,298,2,other,0
50,technician,single,secondary,no,246,1,0,cellular,17,nov,270,1,123,2,failure,0
34,blue-collar,married,secondary,no,529,1,0,cellular,14,may,325,1,351,3,failure,0
58,blue-collar,married,secondary,no,1298,1,0,cellular,29,jan,522,2,245,4,failure,0
60,services,single,secondary,no,739,0,0,cellular,15,jul,261,1,182,1,success,0
41,technician,married,secondary,no,2185,1,0,cellular,7,apr,157,4,309,4,other,0
49,management,married,tertiary,no,1,0,0,telephone,13,aug,640,2,101,4,success,1
27,technician,single,tertiary,no,15161,0,0,cellular,2,jun,74,1,120,1,success,1
28,technician,single,secondary,no,417,1,1,cellular,7,may,188,2,366,2,other,0
50,management,married,tertiary,no,469,0,0,cellular,16,oct,170,1,183,1,success,1
52,management,married,tertiary,no,1944,1,0,cellular,15,apr,238,3,323,2,failure,0
44,management,married,tertiary,no,38,1,0,telephone,16,apr,201,2,330,8,other,0
44,management,married,tertiary,no,-8,1,0,cellular,11,may,472,1,356,2,failure,0
68,retired,married,tertiary,no,2820,0,0,cellular,5,mar,158,1,92,3,success,0
40,admin.,married,secondary,no,0,0,0,cellular,28,jul,496,2,182,11,success,1
32,blue-collar,married,secondary,no,557,0,0,cellular,4,feb,388,3,272,1,other,0
33,technician,single,tertiary,no,390,1,0,cellular,3,feb,161,1,256,1,failure,0
35,services,divorced,secondary,no,78,1,0,telephone,13,may,630,3,371,3,failure,0
37,management,single,tertiary,no,808,0,0,cellular,5,may,29,4,349,1,failure,0
37,management,married,tertiary,no,1330,1,0,cellular,29,jan,41,2,261,1,failure,0
57,management,divorced,tertiary,no,408,1,0,cellular,13,may,402,2,351,1,failure,0
59,housemaid,married,secondary,no,0,0,0,telephone,3,feb,722,1,99,4,failure,0
30,services,single,secondary,no,20,1,0,cellular,20,apr,404,6,340,1,failure,0
59,admin.,married,primary,no,879,1,0,cellular,30,jan,126,5,259,7,failure,0
37,management,married,tertiary,no,7974,1,0,cellular,30,oct,176,5,158,7,other,0
45,blue-collar,married,secondary,no,192,1,0,cellular,13,may,154,5,176,1,other,0
33,entrepreneur,married,tertiary,no,964,1,0,cellular,18,may,97,1,180,3,failure,0
53,entrepreneur,married,secondary,no,230,1,0,cellular,4,feb,56,2,250,1,other,0
44,blue-collar,married,secondary,no,6491,1,0,cellular,19,nov,126,2,174,1,failure,0
33,technician,married,secondary,no,6699,0,0,cellular,9,nov,425,1,462,1,failure,0
82,retired,married,primary,no,243,0,0,cellular,26,jul,275,1,180,2,success,1
31,unemployed,single,secondary,no,8304,0,0,cellular,20,oct,164,1,183,1,failure,0
30,self-employed,married,secondary,no,8563,1,0,cellular,12,may,109,1,351,4,other,0
30,management,single,tertiary,no,398,0,0,cellular,27,oct,102,1,180,3,success,1
45,management,married,tertiary,no,160,0,0,cellular,10,nov,182,2,194,1,success,1
32,admin.,single,tertiary,no,2004,0,0,cellular,2,feb,141,1,75,1,failure,0
34,admin.,married,secondary,no,2374,1,0,cellular,9,feb,243,2,92,3,success,1
49,technician,married,secondary,no,905,0,0,cellular,21,dec,385,7,131,2,failure,0
39,management,single,tertiary,no,4023,1,0,cellular,29,jan,126,2,238,8,other,0
33,admin.,single,secondary,no,572,1,0,cellular,14,apr,344,1,74,2,failure,1
27,technician,single,tertiary,no,11862,0,0,telephone,25,may,281,5,101,1,success,0
75,retired,married,secondary,no,3771,0,0,telephone,15,apr,185,1,181,2,success,1
30,management,single,tertiary,no,720,0,0,cellular,15,jan,1265,4,210,4,other,1
58,technician,married,primary,no,4198,0,0,cellular,15,oct,441,5,246,5,failure,1
36,entrepreneur,married,secondary,no,313,1,0,cellular,29,jan,167,2,198,1,failure,0
59,technician,married,tertiary,no,883,0,0,cellular,18,sep,1551,1,31,3,failure,0
52,technician,married,secondary,no,0,1,0,cellular,7,sep,211,1,294,1,failure,1
49,management,divorced,tertiary,no,108,1,0,cellular,12,may,288,2,350,2,failure,0
28,blue-collar,single,secondary,no,5,1,0,cellular,14,may,178,2,360,3,failure,0
30,management,single,tertiary,no,9634,0,0,cellular,21,nov,402,4,101,5,failure,0
52,services,married,secondary,no,393,1,1,cellular,28,jan,446,1,182,8,failure,0
57,retired,married,secondary,no,3738,1,0,cellular,19,apr,220,1,367,7,success,0
57,management,married,tertiary,no,779,1,0,cellular,7,may,282,1,367,1,failure,0
32,admin.,divorced,tertiary,no,146,1,0,cellular,12,may,69,1,361,1,failure,0
48,admin.,divorced,secondary,no,955,1,0,cellular,4,feb,108,2,265,3,other,0
53,admin.,married,secondary,no,109,0,0,telephone,30,sep,431,1,120,1,success,0
42,blue-collar,married,primary,no,258,1,0,cellular,8,may,18,1,366,1,failure,0
46,services,married,secondary,no,692,1,0,cellular,9,feb,388,3,257,2,failure,0
48,services,single,secondary,yes,-470,1,0,cellular,11,may,410,2,292,11,failure,0
54,technician,single,secondary,no,198,1,1,cellular,17,nov,120,1,171,2,failure,0
38,technician,single,secondary,no,435,1,0,cellular,6,may,437,4,345,1,failure,0
37,technician,divorced,tertiary,no,1174,1,0,cellular,7,apr,436,1,140,2,failure,0
35,unemployed,single,secondary,no,9,1,0,cellular,13,may,84,2,364,2,failure,0
39,services,married,secondary,no,8876,0,0,cellular,4,may,106,1,91,2,failure,0
29,admin.,single,tertiary,no,200,1,0,cellular,11,may,195,1,357,1,other,0
39,self-employed,married,tertiary,no,1492,1,0,cellular,30,jan,227,1,189,1,failure,0
25,student,single,secondary,no,1765,1,0,telephone,14,apr,111,3,326,2,failure,0
29,unemployed,single,tertiary,no,497,1,0,cellular,18,may,642,3,298,6,success,1
59,retired,married,secondary,no,1341,0,0,cellular,27,aug,154,2,97,1,other,0
46,blue-collar,married,secondary,no,-3,1,0,cellular,29,jan,79,2,265,2,failure,0
48,management,single,tertiary,no,460,1,0,cellular,3,feb,91,3,264,2,other,0
30,technician,single,secondary,no,316,1,1,cellular,30,jan,130,2,2,2,other,0
38,management,married,tertiary,no,1101,1,0,cellular,9,mar,78,2,120,1,failure,0
42,entrepreneur,married,secondary,no,0,1,0,cellular,9,apr,331,1,140,4,failure,1
36,technician,single,secondary,no,204,1,0,cellular,26,oct,196,1,144,8,other,0
45,services,married,primary,no,-79,1,0,cellular,20,apr,59,4,348,2,failure,0
74,retired,married,secondary,no,935,0,0,cellular,26,jan,100,1,104,1,other,0
26,student,single,secondary,no,2138,1,0,cellular,15,may,18,8,371,1,other,0
30,admin.,married,tertiary,no,26,1,0,cellular,16,apr,62,1,323,1,failure,0
32,blue-collar,married,secondary,no,889,1,0,cellular,10,sep,185,1,99,5,success,1
28,technician,single,tertiary,no,-214,1,0,cellular,29,jan,228,2,262,3,failure,0
42,blue-collar,married,primary,no,875,1,0,cellular,17,apr,426,5,148,1,failure,0
50,blue-collar,married,primary,no,859,1,1,telephone,9,feb,56,5,196,7,failure,0
33,management,single,tertiary,no,641,1,0,cellular,4,feb,147,1,253,7,other,0
35,technician,married,tertiary,no,3160,1,0,cellular,16,nov,445,2,95,1,failure,1
30,technician,married,secondary,no,776,0,0,cellular,7,aug,72,1,99,2,success,0
49,blue-collar,married,secondary,no,298,1,0,cellular,30,apr,264,2,86,3,failure,0
44,self-employed,divorced,tertiary,no,1070,1,0,cellular,12,aug,137,2,104,3,success,1
32,technician,married,secondary,no,56,1,0,cellular,8,may,126,1,359,5,other,0
68,retired,married,secondary,no,1146,0,0,cellular,13,may,356,1,71,5,success,1
55,retired,married,secondary,no,1279,1,0,cellular,13,may,446,3,357,8,other,0
34,management,single,tertiary,no,0,1,1,cellular,26,may,197,2,98,1,other,0
63,retired,married,tertiary,no,4692,1,0,cellular,13,jul,88,1,181,2,failure,0
45,unemployed,divorced,secondary,no,728,1,1,cellular,6,may,156,2,169,1,failure,0
35,blue-collar,married,secondary,no,205,1,1,cellular,15,may,1313,7,312,1,failure,1
51,services,married,secondary,no,5699,1,0,cellular,30,jan,436,1,270,2,failure,0
47,blue-collar,married,tertiary,no,3745,0,0,cellular,7,may,113,1,200,1,failure,0
42,services,married,secondary,no,9277,1,0,cellular,15,may,395,1,361,3,other,0
35,technician,married,secondary,no,883,1,0,cellular,7,may,333,1,351,1,failure,0
61,retired,married,tertiary,no,5267,0,0,cellular,18,aug,212,7,188,3,success,0
48,blue-collar,married,secondary,no,1730,1,0,cellular,4,feb,489,1,178,2,failure,1
48,management,single,tertiary,no,5689,0,0,cellular,26,may,527,2,103,1,success,0
41,blue-collar,married,secondary,no,1100,1,0,cellular,18,nov,397,1,173,2,failure,0
32,services,married,secondary,no,1066,1,0,cellular,5,feb,150,1,262,9,failure,0
39,services,married,secondary,no,20928,0,0,cellular,14,may,1166,1,352,1,other,0
33,housemaid,married,tertiary,no,10,1,0,cellular,20,apr,129,1,322,2,failure,0
37,admin.,married,secondary,no,1967,0,0,cellular,27,may,242,1,212,1,success,1
55,retired,married,secondary,no,918,1,0,cellular,13,may,87,3,364,1,failure,0
34,technician,single,secondary,no,1279,1,0,cellular,21,oct,339,3,91,10,success,1
48,technician,married,tertiary,no,2,0,0,cellular,3,feb,165,5,6,3,other,0
50,management,married,secondary,no,268,0,0,cellular,3,jun,74,2,90,2,failure,0
46,admin.,married,secondary,no,939,0,0,cellular,5,feb,69,2,8,1,other,0
45,entrepreneur,married,secondary,no,242,0,1,cellular,4,feb,510,1,198,4,failure,0
59,housemaid,married,primary,no,182,0,0,cellular,12,aug,90,1,104,2,failure,0
32,blue-collar,single,primary,no,528,1,0,cellular,16,apr,219,1,273,1,failure,0
55,management,divorced,tertiary,no,5399,0,1,cellular,30,apr,124,1,28,3,failure,0
57,retired,married,secondary,no,1044,0,0,telephone,12,jul,567,1,182,3,success,1
32,technician,married,secondary,no,3322,1,0,cellular,20,apr,380,1,74,4,failure,0
34,management,married,tertiary,no,1047,0,0,cellular,3,jun,342,1,90,7,other,0
45,management,married,secondary,no,672,1,0,telephone,28,jan,227,3,187,1,other,0
37,admin.,single,primary,no,912,1,0,cellular,12,may,637,3,328,22,other,1
28,admin.,married,tertiary,no,174,1,1,cellular,11,feb,56,1,184,2,failure,0
44,blue-collar,married,secondary,no,294,1,0,cellular,2,feb,246,1,259,2,failure,0
34,technician,divorced,tertiary,no,66,0,1,cellular,5,feb,102,1,170,2,failure,0
55,services,married,secondary,no,3546,1,1,cellular,18,nov,588,1,110,2,failure,0
22,blue-collar,single,secondary,no,-7,1,0,cellular,17,apr,84,1,343,1,other,0
36,blue-collar,married,secondary,no,325,0,0,cellular,14,apr,119,2,337,2,failure,0
28,admin.,married,secondary,no,-393,1,1,cellular,7,may,247,2,349,2,failure,0
36,entrepreneur,married,secondary,no,2971,0,0,cellular,12,nov,247,1,97,8,failure,1
69,retired,married,secondary,no,0,0,0,cellular,27,jul,666,1,90,4,success,1
48,admin.,divorced,secondary,no,0,1,1,cellular,23,jun,248,1,89,1,failure,0
53,services,married,secondary,no,367,1,1,cellular,29,jan,155,1,261,2,failure,0
37,blue-collar,married,secondary,no,56,1,0,cellular,20,apr,46,2,285,1,failure,0
36,entrepreneur,single,primary,no,5,0,0,cellular,12,may,396,1,172,3,failure,0
50,management,married,tertiary,no,400,1,0,cellular,8,may,41,1,360,1,failure,0
40,services,married,secondary,no,2843,1,0,cellular,20,apr,223,1,305,1,success,0
28,self-employed,single,secondary,no,1166,0,1,cellular,30,jan,177,3,192,3,other,0
60,admin.,married,secondary,no,1914,1,0,cellular,20,apr,65,1,287,3,failure,0
31,management,married,tertiary,no,1812,0,0,cellular,12,aug,112,1,104,1,success,0
55,services,divorced,primary,no,2923,1,0,cellular,29,jan,94,1,259,2,failure,0
46,entrepreneur,married,primary,no,8873,1,0,cellular,19,nov,172,1,118,2,failure,0
54,services,married,secondary,no,2719,1,0,cellular,17,nov,166,2,171,2,failure,0
53,management,married,tertiary,no,2124,1,0,cellular,17,apr,121,2,344,2,failure,0
31,management,single,tertiary,no,2592,0,0,cellular,12,may,349,2,174,1,failure,0
43,management,married,tertiary,no,1188,0,0,cellular,13,oct,1573,2,139,2,failure,0
33,blue-collar,married,secondary,no,35,1,0,telephone,20,apr,87,1,322,1,failure,0
47,management,married,tertiary,yes,-337,0,1,cellular,29,jan,243,4,161,2,failure,0
38,blue-collar,married,secondary,no,1731,1,1,cellular,14,may,162,2,350,4,failure,0
45,admin.,divorced,secondary,no,440,0,0,cellular,30,jan,91,1,2,1,other,0
31,technician,single,secondary,no,0,1,0,cellular,11,may,163,1,370,1,failure,0
32,technician,married,secondary,no,484,1,0,cellular,15,feb,83,6,187,3,success,1
32,admin.,married,secondary,no,56,1,0,cellular,2,feb,275,1,258,1,other,0
